week,qtr,down,ydstogo,yardline_100,spread_line,yards_gained,shotgun,no_huddle,qb_dropback,qb_scramble,season,overtime,div_game,wind,temp,score_differential,game_half,play_type,pass_length,pass_location,run_location,run_gap,weekday,roof,surface,stadium,Injury
1,1.0,2.0,7.0,57.0,2.2011779595015577,0.0,0.0,0.0,0.0,0.0,2017.3086059190032,0.07145638629283489,0.3550428348909657,8.370931453427328,56.104544772761365,0.0,0,9,1,2,1,2,7,2,2,60,True
1,2.0,2.0,10.0,48.0,2.2011779595015577,39.0,1.0,0.0,1.0,0.0,2017.3086059190032,0.07145638629283489,0.3550428348909657,8.370931453427328,56.104544772761365,-7.0,0,5,0,3,2,2,7,2,2,60,True
1,3.0,4.0,11.0,65.0,2.2011779595015577,0.0,0.0,0.0,0.0,0.0,2017.3086059190032,0.07145638629283489,0.3550428348909657,8.370931453427328,56.104544772761365,-3.0,1,6,1,2,2,2,7,2,2,60,True
1,4.0,3.0,1.0,67.0,2.2011779595015577,6.0,0.0,0.0,0.0,0.0,2017.3086059190032,0.07145638629283489,0.3550428348909657,8.370931453427328,56.104544772761365,-4.0,1,9,1,2,1,2,7,2,2,60,True
1,3.0,2.0,4.0,86.0,-1.0,1.0,0.0,0.0,0.0,0.0,2010.0,1.0,0.0,9.0,65.0,0.0,1,9,1,2,3,1,3,4,1,21,True
1,4.0,1.9262403320128278,0.0,30.0,-1.0,0.0,0.0,0.0,0.0,0.0,2010.0,1.0,0.0,9.0,65.0,-3.0,1,2,1,2,2,2,3,4,1,21,True
1,1.0,2.0,16.0,61.0,1.0,3.0,0.0,0.0,0.0,0.0,2010.0,0.0,0.0,11.0,67.0,-3.0,0,9,1,2,3,1,1,4,0,38,True
1,1.0,4.0,1.0,69.0,5.5,0.0,0.0,0.0,0.0,0.0,2010.0,0.0,0.0,10.0,64.0,0.0,0,6,1,2,2,2,3,4,0,38,True
1,1.0,2.0,23.0,69.0,5.5,0.0,1.0,0.0,0.0,0.0,2010.0,0.0,0.0,10.0,64.0,0.0,0,4,1,2,2,2,3,4,0,38,True
1,2.0,1.9262403320128278,0.0,30.0,5.5,0.0,0.0,0.0,0.0,0.0,2010.0,0.0,0.0,10.0,64.0,-2.0,0,2,1,2,2,2,3,4,0,38,True
1,4.0,2.0,4.0,4.0,5.5,0.0,1.0,0.0,1.0,0.0,2010.0,0.0,0.0,10.0,64.0,-15.0,1,5,2,3,2,2,3,4,0,38,True
1,4.0,1.0,10.0,90.0,5.5,-7.0,1.0,0.0,1.0,0.0,2010.0,0.0,0.0,10.0,64.0,-13.0,1,5,1,2,2,2,3,4,0,38,True
1,2.0,2.0,6.0,76.0,5.0,0.0,0.0,0.0,1.0,0.0,2010.0,0.0,0.0,10.0,62.0,10.0,0,5,0,0,2,2,3,4,0,19,True
1,4.0,1.0,10.0,55.0,5.0,0.0,0.0,0.0,0.0,0.0,2010.0,0.0,0.0,10.0,62.0,14.0,1,9,1,2,3,0,3,4,0,19,True
1,4.0,2.0,10.0,55.0,5.0,7.0,0.0,0.0,1.0,0.0,2010.0,0.0,0.0,10.0,62.0,14.0,1,5,2,3,2,2,3,4,0,19,True
1,4.0,1.0,10.0,71.0,-3.5,5.0,0.0,0.0,0.0,0.0,2010.0,0.0,1.0,2.0,66.0,-3.0,1,9,1,2,0,0,3,4,1,14,True
1,4.0,1.0,10.0,59.0,-3.5,1.0,0.0,0.0,0.0,0.0,2010.0,0.0,1.0,2.0,66.0,3.0,1,9,1,2,3,0,3,4,1,14,True
1,4.0,1.9262403320128278,0.0,51.08406005574036,-3.5,0.0,0.0,0.0,0.0,0.0,2010.0,0.0,1.0,2.0,66.0,-1.9667355929155803,1,4,1,2,2,2,3,4,1,14,True
1,2.0,1.0,10.0,21.0,3.0,21.0,1.0,0.0,1.0,0.0,2010.0,0.0,0.0,10.0,90.0,0.0,0,5,2,0,2,2,3,4,1,13,True
1,2.0,3.0,7.0,17.0,6.5,0.0,0.0,0.0,0.0,0.0,2010.0,0.0,1.0,10.0,75.0,-4.0,0,4,1,2,2,2,3,4,1,48,True
1,2.0,1.9262403320128278,0.0,2.0,6.5,0.0,0.0,0.0,0.0,0.0,2010.0,0.0,1.0,10.0,75.0,-5.0,0,0,1,2,2,2,3,4,1,48,True
1,4.0,2.0,5.0,56.0,6.5,3.0,0.0,0.0,1.0,1.0,2010.0,0.0,1.0,10.0,75.0,-1.0,1,9,1,2,0,1,3,4,1,48,True
1,4.0,2.0,18.0,28.0,6.5,28.0,0.0,0.0,1.0,0.0,2010.0,0.0,1.0,10.0,75.0,-1.0,1,5,0,0,2,2,3,4,1,48,True
1,2.0,3.0,22.0,36.0,-3.0,5.0,1.0,0.0,0.0,0.0,2010.0,0.0,0.0,4.0,69.0,-3.0,0,9,1,2,3,1,3,4,1,26,True
1,2.0,4.0,17.0,31.0,-3.0,0.0,0.0,0.0,0.0,0.0,2010.0,0.0,0.0,4.0,69.0,-3.0,0,1,1,2,2,2,3,4,1,26,True
1,2.0,1.0,10.0,61.0,-3.0,0.0,0.0,0.0,0.0,0.0,2010.0,0.0,0.0,4.0,69.0,0.0,0,9,1,2,1,2,3,4,1,26,True
1,2.0,1.0,20.0,88.0,-3.0,0.0,0.0,0.0,1.0,0.0,2010.0,0.0,0.0,4.0,69.0,0.0,0,5,2,3,2,2,3,4,1,26,True
1,2.0,2.0,2.0,55.0,-3.0,18.0,0.0,0.0,0.0,0.0,2010.0,0.0,0.0,4.0,69.0,0.0,0,9,1,2,0,0,3,4,1,26,True
1,3.0,1.0,2.0,2.0,-3.0,0.0,0.0,0.0,0.0,0.0,2010.0,0.0,0.0,4.0,69.0,-17.0,1,4,1,2,2,2,3,4,1,26,True
1,1.0,1.0,10.0,35.0,-1.0,2.0,0.0,0.0,0.0,0.0,2010.0,0.0,1.0,8.370931453427328,56.104544772761365,-6.0,0,9,1,2,0,3,3,0,1,45,True
1,2.0,3.0,10.0,53.0,-1.0,8.0,1.0,0.0,1.0,0.0,2010.0,0.0,1.0,8.370931453427328,56.104544772761365,-6.0,0,5,2,1,2,2,3,0,1,45,True
1,3.0,1.0,10.0,80.0,-3.0,2.0,0.0,0.0,0.0,0.0,2010.0,0.0,1.0,7.0,62.0,7.0,1,9,1,2,0,0,3,4,0,43,True
1,1.0,2.0,10.0,80.0,2.2011779595015577,2.0,1.0,1.0,0.0,0.0,2017.3086059190032,0.07145638629283489,0.3550428348909657,8.370931453427328,56.104544772761365,0.0,0,9,1,2,3,1,7,2,2,60,True
1,3.0,2.0,8.0,40.0,2.2011779595015577,4.0,1.0,0.0,1.0,0.0,2017.3086059190032,0.07145638629283489,0.3550428348909657,8.370931453427328,56.104544772761365,-14.0,1,5,2,3,2,2,7,2,2,60,True
1,3.0,2.0,2.0,62.0,2.2011779595015577,3.0,0.0,0.0,0.0,0.0,2017.3086059190032,0.07145638629283489,0.3550428348909657,8.370931453427328,56.104544772761365,-14.0,1,9,1,2,3,1,7,2,2,60,True
1,4.0,2.0,3.0,73.0,-3.0,19.0,1.0,0.0,1.0,0.0,2010.0,0.0,1.0,11.0,64.0,-22.0,1,5,0,1,2,2,3,4,0,42,True
2,3.0,4.0,1.0,21.0,7.0,2.0,0.0,0.0,0.0,0.0,2010.0,0.0,0.0,8.370931453427328,56.104544772761365,24.0,1,9,1,2,0,1,3,1,0,18,True
2,2.0,4.0,9.0,57.0,-2.5,0.0,0.0,0.0,0.0,0.0,2010.0,0.0,1.0,1.0,78.0,-6.0,0,6,1,2,2,2,3,4,0,40,True
2,2.0,2.0,4.0,66.0,-2.5,0.0,1.0,0.0,0.0,0.0,2010.0,0.0,1.0,1.0,78.0,-6.0,0,4,1,2,2,2,3,4,0,40,True
2,4.0,1.0,10.0,80.0,-2.5,0.0,1.0,0.0,1.0,0.0,2010.0,0.0,1.0,1.0,78.0,-2.0,1,5,0,3,2,2,3,4,0,40,True
2,1.0,1.0,10.0,69.0,12.5,5.0,0.0,0.0,0.0,0.0,2010.0,0.0,0.0,4.0,58.0,-6.0,0,9,1,2,0,3,3,4,1,24,True
2,1.0,3.0,8.0,76.0,7.0,0.0,1.0,0.0,1.0,0.0,2010.0,0.0,0.0,8.370931453427328,56.104544772761365,3.0,0,5,2,0,2,2,3,0,0,10,True
2,1.0,1.9262403320128278,0.0,30.0,7.0,0.0,0.0,0.0,0.0,0.0,2010.0,0.0,0.0,8.370931453427328,56.104544772761365,-3.0,0,2,1,2,2,2,3,0,0,10,True
2,4.0,2.0,13.0,54.0,7.0,23.0,1.0,0.0,1.0,0.0,2010.0,0.0,0.0,8.370931453427328,56.104544772761365,-3.0,1,5,0,1,2,2,3,0,0,10,True
2,4.0,2.0,3.0,41.0,7.0,38.0,0.0,0.0,1.0,0.0,2010.0,0.0,0.0,8.370931453427328,56.104544772761365,3.0,1,5,2,0,2,2,3,0,0,10,True
2,3.0,1.0,10.0,51.0,-2.5,3.0,1.0,0.0,1.0,0.0,2010.0,1.0,0.0,6.0,85.0,-17.0,1,5,2,1,2,2,3,4,1,14,True
2,4.0,2.0,6.0,65.0,-2.5,-14.0,0.0,1.0,1.0,0.0,2010.0,1.0,0.0,6.0,85.0,0.0,1,5,1,2,2,2,3,4,1,14,True
2,4.0,1.9262403320128278,0.0,51.08406005574036,-2.5,0.0,0.0,0.0,0.0,0.0,2010.0,1.0,0.0,6.0,85.0,-1.9667355929155803,1,4,1,2,2,2,3,4,1,14,True
2,5.0,2.0,10.0,58.0,-2.5,1.0,0.0,0.0,1.0,0.0,2010.0,1.0,0.0,6.0,85.0,0.0,2,5,2,0,2,2,3,4,1,14,True
2,1.0,1.0,10.0,40.0,2.2011779595015577,3.0,0.0,0.0,0.0,0.0,2017.3086059190032,0.07145638629283489,0.3550428348909657,8.370931453427328,56.104544772761365,4.0,0,9,1,2,1,2,7,2,2,60,True
2,3.0,1.0,10.0,37.0,2.2011779595015577,3.0,0.0,0.0,0.0,0.0,2017.3086059190032,0.07145638629283489,0.3550428348909657,8.370931453427328,56.104544772761365,15.0,1,9,1,2,3,0,7,2,2,60,True
2,4.0,3.0,7.0,7.0,2.2011779595015577,4.0,1.0,0.0,1.0,1.0,2017.3086059190032,0.07145638629283489,0.3550428348909657,8.370931453427328,56.104544772761365,-32.0,1,9,1,2,0,0,7,2,2,60,True
2,2.0,1.9262403320128278,0.0,30.0,3.0,0.0,0.0,0.0,0.0,0.0,2010.0,0.0,0.0,16.0,65.0,-4.0,0,2,1,2,2,2,3,4,1,9,True
2,2.0,2.0,5.0,68.0,3.0,3.0,1.0,1.0,0.0,0.0,2010.0,0.0,0.0,16.0,65.0,-4.0,0,9,1,2,3,3,3,4,1,9,True
2,3.0,1.9262403320128278,0.0,30.0,3.0,0.0,0.0,0.0,0.0,0.0,2010.0,0.0,0.0,16.0,65.0,-4.0,1,2,1,2,2,2,3,4,1,9,True
2,3.0,3.0,5.0,61.0,3.0,0.0,1.0,0.0,0.0,0.0,2010.0,0.0,0.0,16.0,65.0,1.0,1,4,1,2,2,2,3,4,1,9,True
2,3.0,2.0,9.0,94.0,5.5,3.0,0.0,0.0,1.0,0.0,2010.0,0.0,0.0,8.370931453427328,56.104544772761365,-7.0,1,5,2,0,2,2,3,1,0,32,True
2,1.0,3.0,9.0,54.0,-3.0,0.0,1.0,0.0,0.0,0.0,2010.0,0.0,1.0,6.0,81.0,0.0,0,4,1,2,2,2,3,4,0,38,True
2,3.0,4.0,9.0,79.0,-3.0,0.0,0.0,0.0,0.0,0.0,2010.0,0.0,1.0,6.0,81.0,1.0,1,6,1,2,2,2,3,4,0,38,True
2,4.0,1.0,10.0,84.0,-3.0,8.0,0.0,0.0,0.0,0.0,2010.0,0.0,1.0,6.0,81.0,-7.0,1,9,1,2,0,0,3,4,0,38,True
2,4.0,1.0,10.0,16.0,-3.0,-9.0,1.0,1.0,1.0,0.0,2010.0,0.0,1.0,6.0,81.0,-14.0,1,5,1,2,2,2,3,4,0,38,True
2,4.0,4.0,7.0,55.0,-4.5,0.0,0.0,0.0,0.0,0.0,2010.0,0.0,0.0,10.0,65.0,-5.0,1,6,1,2,2,2,1,4,1,7,True
2,2.0,1.0,10.0,98.0,4.0,8.0,0.0,0.0,0.0,0.0,2010.0,0.0,0.0,8.370931453427328,56.104544772761365,7.0,0,9,1,2,1,2,3,3,0,29,True
2,2.0,1.0,10.0,62.0,4.0,3.0,0.0,0.0,0.0,0.0,2010.0,0.0,0.0,8.370931453427328,56.104544772761365,14.0,0,9,1,2,1,2,3,3,0,29,True
2,1.0,1.0,5.0,65.0,-6.5,-2.0,0.0,0.0,0.0,0.0,2010.0,0.0,0.0,8.370931453427328,56.104544772761365,0.0,0,9,1,2,2,2,3,1,0,16,True
2,1.0,1.0,10.0,77.0,-6.5,-8.0,0.0,0.0,1.0,0.0,2010.0,0.0,0.0,8.370931453427328,56.104544772761365,0.0,0,5,1,2,2,2,3,1,0,16,True
2,2.0,3.0,7.0,31.0,-6.5,0.0,1.0,0.0,1.0,0.0,2010.0,0.0,0.0,8.370931453427328,56.104544772761365,0.0,0,5,2,0,2,2,3,1,0,16,True
2,2.0,1.0,10.0,89.0,-6.5,11.0,1.0,0.0,0.0,0.0,2010.0,0.0,0.0,8.370931453427328,56.104544772761365,-3.0,0,9,1,2,1,2,3,1,0,16,True
2,2.0,2.0,2.0,70.0,-6.5,53.0,1.0,0.0,1.0,0.0,2010.0,0.0,0.0,8.370931453427328,56.104544772761365,-3.0,0,5,0,1,2,2,3,1,0,16,True
2,3.0,1.0,4.0,4.0,-6.5,4.0,0.0,0.0,0.0,0.0,2010.0,0.0,0.0,8.370931453427328,56.104544772761365,4.0,1,9,1,2,1,2,3,1,0,16,True
2,4.0,2.0,10.0,58.0,-6.5,4.0,1.0,0.0,0.0,0.0,2010.0,0.0,0.0,8.370931453427328,56.104544772761365,11.0,1,9,1,2,1,2,3,1,0,16,True
2,1.0,1.0,10.0,40.0,6.0,13.0,0.0,0.0,1.0,0.0,2010.0,0.0,0.0,3.0,87.0,-4.0,0,5,2,0,2,2,3,4,1,23,True
2,1.0,3.0,2.0,42.0,6.0,21.0,0.0,0.0,1.0,1.0,2010.0,0.0,0.0,3.0,87.0,4.0,0,9,1,2,0,0,3,4,1,23,True
2,2.0,2.0,22.0,92.0,6.0,1.0,0.0,0.0,0.0,0.0,2010.0,0.0,0.0,3.0,87.0,-7.0,0,9,1,2,0,1,3,4,1,23,True
2,3.0,3.0,15.0,78.0,6.0,-5.0,1.0,0.0,1.0,0.0,2010.0,0.0,0.0,3.0,87.0,10.0,1,5,1,2,2,2,3,4,1,23,True
2,3.0,1.0,10.0,20.0,6.0,-4.0,0.0,0.0,0.0,0.0,2010.0,0.0,0.0,3.0,87.0,10.0,1,9,1,2,0,3,3,4,1,23,True
2,4.0,1.0,10.0,15.0,6.0,5.0,0.0,0.0,0.0,0.0,2010.0,0.0,0.0,3.0,87.0,13.0,1,9,1,2,0,0,3,4,1,23,True
2,3.0,4.0,13.0,78.0,3.5,0.0,0.0,0.0,0.0,0.0,2010.0,0.0,0.0,9.0,91.0,17.0,1,6,1,2,2,2,3,4,1,22,True
2,4.0,1.0,10.0,23.0,3.5,3.0,1.0,0.0,0.0,0.0,2010.0,0.0,0.0,9.0,91.0,-24.0,1,9,1,2,3,3,3,4,1,22,True
2,1.0,1.0,10.0,42.0,2.2011779595015577,36.0,0.0,0.0,1.0,0.0,2017.3086059190032,0.07145638629283489,0.3550428348909657,8.370931453427328,56.104544772761365,0.0,0,5,2,0,2,2,7,2,2,60,True
2,2.0,2.0,20.0,64.0,2.2011779595015577,4.0,0.0,0.0,1.0,0.0,2017.3086059190032,0.07145638629283489,0.3550428348909657,8.370931453427328,56.104544772761365,4.0,0,5,2,0,2,2,7,2,2,60,True
2,4.0,2.0,5.0,66.0,2.2011779595015577,9.0,0.0,0.0,0.0,0.0,2017.3086059190032,0.07145638629283489,0.3550428348909657,8.370931453427328,56.104544772761365,6.0,1,9,1,2,0,0,7,2,2,60,True
2,4.0,2.0,6.0,52.0,4.0,4.0,1.0,1.0,1.0,0.0,2010.0,0.0,1.0,4.0,89.0,-13.0,1,5,2,0,2,2,3,4,1,6,True
3,4.0,1.9262403320128278,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,2010.0,1.0,1.0,8.370931453427328,56.104544772761365,2.0,1,0,1,2,2,2,3,1,0,28,True
3,4.0,2.0,2.0,55.0,3.0,9.0,1.0,0.0,1.0,0.0,2010.0,1.0,1.0,8.370931453427328,56.104544772761365,-3.0,1,5,2,1,2,2,3,1,0,28,True
3,4.0,3.0,1.0,22.0,3.0,7.0,1.0,0.0,0.0,0.0,2010.0,1.0,1.0,8.370931453427328,56.104544772761365,-3.0,1,9,1,2,1,2,3,1,0,28,True
3,1.0,4.0,8.0,94.0,-3.0,0.0,0.0,0.0,0.0,0.0,2010.0,0.0,0.0,8.0,67.0,0.0,0,6,1,2,2,2,3,4,1,6,True
3,3.0,3.0,9.0,88.0,-3.0,8.0,1.0,0.0,1.0,0.0,2010.0,0.0,0.0,8.0,67.0,-3.0,1,5,2,3,2,2,3,4,1,6,True
3,4.0,1.0,10.0,60.0,-3.0,0.0,0.0,0.0,0.0,0.0,2010.0,0.0,0.0,8.0,67.0,13.0,1,9,1,2,3,3,3,4,1,6,True
3,2.0,3.0,8.0,45.0,12.0,0.0,1.0,0.0,1.0,0.0,2010.0,0.0,1.0,6.0,64.0,-4.0,0,5,2,0,2,2,3,4,0,31,True
3,3.0,2.0,9.0,66.0,1.5,11.0,1.0,0.0,1.0,0.0,2010.0,0.0,0.0,8.370931453427328,56.104544772761365,-7.0,1,5,2,0,2,2,3,0,1,45,True
3,3.0,1.0,10.0,45.0,1.5,3.0,0.0,0.0,0.0,0.0,2010.0,0.0,0.0,8.370931453427328,56.104544772761365,-14.0,1,9,1,2,0,3,3,0,1,45,True
3,4.0,1.0,10.0,74.0,1.5,6.0,0.0,0.0,0.0,0.0,2010.0,0.0,0.0,8.370931453427328,56.104544772761365,11.0,1,9,1,2,1,2,3,0,1,45,True
3,1.0,1.0,10.0,74.0,13.0,14.0,0.0,0.0,1.0,0.0,2010.0,0.0,1.0,8.370931453427328,56.104544772761365,0.0,0,5,2,0,2,2,3,1,0,32,True
3,1.0,3.0,16.0,61.0,13.0,2.0,0.0,0.0,1.0,0.0,2010.0,0.0,1.0,8.370931453427328,56.104544772761365,0.0,0,5,2,3,2,2,3,1,0,32,True
3,2.0,1.0,10.0,24.0,13.0,0.0,1.0,0.0,1.0,0.0,2010.0,0.0,1.0,8.370931453427328,56.104544772761365,0.0,0,5,0,0,2,2,3,1,0,32,True
3,3.0,2.0,7.0,77.0,-3.0,20.0,1.0,0.0,1.0,0.0,2010.0,0.0,1.0,6.0,56.0,3.0,1,5,0,1,2,2,1,4,1,48,True
3,4.0,3.0,12.0,15.0,-3.0,8.0,0.0,0.0,1.0,0.0,2010.0,0.0,1.0,6.0,56.0,-3.0,1,5,2,1,2,2,1,4,1,48,True
3,1.0,1.0,10.0,60.0,-5.5,20.0,0.0,0.0,1.0,0.0,2010.0,0.0,0.0,6.0,85.0,-6.0,0,5,0,0,2,2,3,4,1,22,True
3,2.0,1.0,10.0,26.0,-5.5,1.0,0.0,0.0,0.0,0.0,2010.0,0.0,0.0,6.0,85.0,6.0,0,9,1,2,1,2,3,4,1,22,True
3,4.0,2.0,10.0,47.0,-5.5,28.0,0.0,0.0,1.0,0.0,2010.0,0.0,0.0,6.0,85.0,-7.0,1,5,2,0,2,2,3,4,1,22,True
3,3.0,1.9262403320128278,0.0,30.0,1.0,0.0,0.0,0.0,0.0,0.0,2010.0,0.0,1.0,9.0,83.0,-4.0,1,2,1,2,2,2,3,4,1,52,True
3,2.0,3.0,19.0,62.0,-2.0,0.0,1.0,0.0,0.0,0.0,2010.0,0.0,0.0,5.0,89.0,4.0,0,4,1,2,2,2,3,4,1,13,True
3,4.0,2.0,10.0,60.0,-2.0,0.0,0.0,0.0,0.0,0.0,2010.0,0.0,0.0,5.0,89.0,-25.0,1,4,1,2,2,2,3,4,1,13,True
3,4.0,4.0,8.0,80.0,-2.0,0.0,0.0,0.0,0.0,0.0,2010.0,0.0,0.0,5.0,89.0,25.0,1,6,1,2,2,2,3,4,1,13,True
3,1.0,1.0,10.0,61.0,2.2011779595015577,0.0,1.0,0.0,1.0,0.0,2017.3086059190032,0.07145638629283489,0.3550428348909657,8.370931453427328,56.104544772761365,0.0,0,5,2,1,2,2,7,2,2,60,True
3,1.0,3.0,1.0,42.0,2.2011779595015577,-1.0,0.0,0.0,0.0,0.0,2017.3086059190032,0.07145638629283489,0.3550428348909657,8.370931453427328,56.104544772761365,0.0,0,9,1,2,3,3,7,2,2,60,True
3,2.0,2.0,10.0,50.0,2.2011779595015577,16.0,0.0,0.0,1.0,0.0,2017.3086059190032,0.07145638629283489,0.3550428348909657,8.370931453427328,56.104544772761365,-3.0,0,5,2,1,2,2,7,2,2,60,True
3,3.0,1.0,10.0,51.0,-2.5,4.0,0.0,0.0,0.0,0.0,2010.0,0.0,0.0,10.0,55.0,14.0,1,9,1,2,1,2,3,4,1,4,True
3,4.0,1.0,10.0,12.0,-2.5,12.0,1.0,0.0,1.0,0.0,2010.0,0.0,0.0,10.0,55.0,-28.0,1,5,2,0,2,2,3,4,1,4,True
3,2.0,1.0,10.0,47.0,3.0,8.0,0.0,0.0,1.0,0.0,2010.0,0.0,0.0,3.0,70.0,-10.0,0,5,2,3,2,2,3,4,0,38,True
3,4.0,3.0,7.0,23.0,3.0,17.0,1.0,0.0,0.0,0.0,2010.0,0.0,0.0,3.0,70.0,9.0,1,9,1,2,0,1,3,4,0,38,True
3,4.0,1.0,9.0,9.0,3.0,1.0,0.0,0.0,0.0,0.0,2010.0,0.0,0.0,3.0,70.0,12.0,1,9,1,2,0,1,3,4,0,38,True
3,1.0,4.0,2.0,77.0,2.2011779595015577,0.0,0.0,0.0,0.0,0.0,2017.3086059190032,0.07145638629283489,0.3550428348909657,8.370931453427328,56.104544772761365,14.0,0,6,1,2,2,2,7,2,2,60,True
3,2.0,2.0,8.0,42.0,2.2011779595015577,2.0,0.0,0.0,0.0,0.0,2017.3086059190032,0.07145638629283489,0.3550428348909657,8.370931453427328,56.104544772761365,1.0,0,9,1,2,0,1,7,2,2,60,True
3,3.0,1.0,10.0,63.0,2.2011779595015577,16.0,0.0,0.0,1.0,0.0,2017.3086059190032,0.07145638629283489,0.3550428348909657,8.370931453427328,56.104544772761365,-2.0,1,5,2,1,2,2,7,2,2,60,True
4,3.0,2.0,10.0,78.0,2.0,5.0,0.0,0.0,0.0,0.0,2010.0,0.0,1.0,5.0,52.0,3.0,1,9,1,2,3,3,3,4,1,21,True
4,3.0,2.0,8.0,88.0,2.0,5.0,0.0,0.0,0.0,0.0,2010.0,0.0,1.0,5.0,52.0,3.0,1,9,1,2,0,0,3,4,1,21,True
4,4.0,3.0,1.0,26.0,2.0,0.0,0.0,0.0,0.0,0.0,2010.0,0.0,1.0,5.0,52.0,-4.0,1,4,1,2,2,2,3,4,1,21,True
4,2.0,1.9262403320128278,0.0,30.0,12.5,0.0,0.0,0.0,0.0,0.0,2010.0,0.0,1.0,8.370931453427328,56.104544772761365,-7.0,0,2,1,2,2,2,3,1,0,28,True
4,3.0,1.0,8.0,78.0,12.5,4.0,0.0,0.0,1.0,0.0,2010.0,0.0,1.0,8.370931453427328,56.104544772761365,-3.0,1,5,2,3,2,2,3,1,0,28,True
4,3.0,4.0,20.0,66.0,12.5,0.0,0.0,0.0,0.0,0.0,2010.0,0.0,1.0,8.370931453427328,56.104544772761365,-4.0,1,6,1,2,2,2,3,1,0,28,True
4,3.0,2.0,11.0,53.0,12.5,5.0,1.0,0.0,1.0,0.0,2010.0,0.0,1.0,8.370931453427328,56.104544772761365,1.0,1,5,2,0,2,2,3,1,0,28,True
4,4.0,2.0,8.0,91.0,12.5,6.0,0.0,0.0,0.0,0.0,2010.0,0.0,1.0,8.370931453427328,56.104544772761365,-1.0,1,9,1,2,0,3,3,1,0,28,True
4,4.0,1.9262403320128278,0.0,30.0,12.5,0.0,0.0,0.0,0.0,0.0,2010.0,0.0,1.0,8.370931453427328,56.104544772761365,-2.0,1,2,1,2,2,2,3,1,0,28,True
4,4.0,2.0,7.0,69.0,12.5,5.0,0.0,0.0,1.0,1.0,2010.0,0.0,1.0,8.370931453427328,56.104544772761365,-2.0,1,9,1,2,0,0,3,1,0,28,True
4,4.0,1.0,10.0,38.0,12.5,2.0,0.0,0.0,0.0,0.0,2010.0,0.0,1.0,8.370931453427328,56.104544772761365,-2.0,1,9,1,2,3,3,3,1,0,28,True
4,2.0,2.0,8.0,27.0,3.5,-2.0,1.0,0.0,0.0,0.0,2010.0,0.0,0.0,14.0,59.0,3.0,0,9,1,2,3,3,3,4,0,38,True
4,4.0,1.0,10.0,73.0,3.5,5.0,1.0,0.0,1.0,0.0,2010.0,0.0,0.0,14.0,59.0,-14.0,1,5,2,0,2,2,3,4,0,38,True
4,4.0,3.0,7.0,7.0,-1.5,0.0,1.0,0.0,0.0,0.0,2010.0,0.0,1.0,10.0,50.0,-10.0,1,4,1,2,2,2,3,4,1,9,True
4,2.0,1.0,10.0,61.0,6.0,8.0,0.0,0.0,0.0,0.0,2010.0,0.0,0.0,13.0,54.0,0.0,0,9,1,2,3,3,3,4,1,23,True
4,4.0,1.0,10.0,70.0,6.0,9.0,1.0,0.0,1.0,0.0,2010.0,0.0,0.0,13.0,54.0,-4.0,1,5,2,0,2,2,3,4,1,23,True
4,4.0,2.0,1.0,61.0,6.0,28.0,1.0,0.0,1.0,0.0,2010.0,0.0,0.0,13.0,54.0,-4.0,1,5,0,3,2,2,3,4,1,23,True
4,4.0,2.0,7.0,93.0,6.0,8.0,0.0,0.0,0.0,0.0,2010.0,0.0,0.0,13.0,54.0,4.0,1,9,1,2,3,0,3,4,1,23,True
4,4.0,1.9262403320128278,0.0,51.08406005574036,6.0,0.0,0.0,0.0,0.0,0.0,2010.0,0.0,0.0,13.0,54.0,-1.9667355929155803,1,4,1,2,2,2,3,4,1,23,True
4,1.0,2.0,7.0,42.0,-7.0,19.0,0.0,0.0,0.0,0.0,2010.0,0.0,1.0,10.0,80.0,0.0,0,9,1,2,3,0,3,4,1,13,True
4,2.0,1.0,10.0,25.0,-7.0,7.0,1.0,1.0,1.0,0.0,2010.0,0.0,1.0,10.0,80.0,-7.0,0,5,2,1,2,2,3,4,1,13,True
4,3.0,1.0,10.0,55.0,-7.0,0.0,0.0,1.0,1.0,0.0,2010.0,0.0,1.0,10.0,80.0,0.0,1,5,2,0,2,2,3,4,1,13,True
4,3.0,1.0,10.0,30.0,-7.0,7.0,0.0,0.0,0.0,0.0,2010.0,0.0,1.0,10.0,80.0,0.0,1,9,1,2,1,2,3,4,1,13,True
4,4.0,3.0,2.0,26.0,-7.0,7.0,0.0,0.0,0.0,0.0,2010.0,0.0,1.0,10.0,80.0,-7.0,1,9,1,2,1,2,3,4,1,13,True
4,4.0,1.0,10.0,49.0,-7.0,42.0,1.0,1.0,1.0,0.0,2010.0,0.0,1.0,10.0,80.0,-7.0,1,5,0,0,2,2,3,4,1,13,True
4,2.0,3.0,1.0,28.0,1.0,2.0,0.0,0.0,0.0,0.0,2010.0,0.0,1.0,15.0,80.0,-7.0,0,9,1,2,0,3,1,4,1,52,True
4,4.0,2.0,1.0,63.0,1.0,10.0,1.0,1.0,1.0,0.0,2010.0,0.0,1.0,15.0,80.0,-20.0,1,5,2,1,2,2,1,4,1,52,True
4,3.0,2.0,5.0,48.0,-5.5,-10.0,0.0,0.0,1.0,0.0,2010.0,0.0,1.0,16.0,51.0,-10.0,1,5,1,2,2,2,3,4,0,43,True
